"tipo_vivienda","region","area_construccion_m2","nro_habitantes","uso_aire_acondicionado","uso_calefaccion","zona_entorno","nro_electrodomesticos","consumo_kwh_mensual","gasto_usd_mensual"
"casa","costa",117.7,3,"sí","no","industrial",8,257.7,42.02
"condominio","costa",84.3,3,"no","no","residencial",8,182.7,23.64
"casa","oriente",146.4,6,"sí","no","residencial",13,344.3,40.53
"casa","sierra",127,3,"sí","no","residencial",8,259.7,29.31
"casa","sierra",110.2,6,"no","no","industrial",10,204.1,37.89
"casa","costa",94.8,6,"no","no","residencial",9,188.2,21.3
"casa","costa",126.3,5,"sí","no","residencial",12,286,33.75
"departamento","sierra",72.1,3,"sí","no","comercial",9,288,41.1
"condominio","costa",114.5,4,"no","no","residencial",10,199.9,22.32
"casa","costa",140,5,"no","no","industrial",4,146.5,28.12
"casa","costa",157,7,"sí","no","comercial",11,381.4,51.43
"casa","costa",120.1,1,"no","no","residencial",5,50,12.72
"departamento","oriente",83.2,4,"no","no","residencial",10,177.6,23.95
"departamento","costa",72.1,7,"sí","no","residencial",9,334.9,39.69
"departamento","costa",65.8,5,"no","no","residencial",10,137.6,18.86
"condominio","costa",52.7,3,"sí","no","residencial",8,304.1,32.68
"departamento","sierra",55.9,6,"no","sí","comercial",5,258.7,40.06
"casa","costa",132.7,3,"no","no","residencial",6,189.1,24.39
"casa","sierra",152.9,4,"sí","no","residencial",7,260.3,31.03
"departamento","costa",52.2,5,"no","no","residencial",10,158.4,25.31
"casa","costa",134.9,5,"no","no","residencial",8,215.3,28.06
"casa","costa",111.4,4,"sí","no","industrial",8,270.9,46.49
"condominio","costa",115.8,5,"sí","no","residencial",9,297.6,36.05
"departamento","costa",114.9,4,"no","no","industrial",8,171.2,31.71
"departamento","oriente",60.8,2,"sí","no","residencial",5,231,26.03
"casa","sierra",78.4,2,"no","no","residencial",11,145.8,23.4
"casa","costa",114,5,"no","no","comercial",7,176,25.58
"condominio","sierra",113.8,7,"no","no","residencial",9,218.3,26.35
"departamento","costa",99,5,"no","no","comercial",8,225.4,30.65
"casa","sierra",129.8,3,"no","sí","residencial",6,194.4,28.6
"casa","sierra",117.3,3,"no","no","residencial",6,176.4,20.23
"casa","sierra",181.4,2,"no","sí","residencial",7,222.6,29.18
"departamento","costa",99.2,3,"sí","no","residencial",5,273.1,33.64
"casa","costa",112.3,4,"sí","no","residencial",12,299.9,34.15
"condominio","sierra",103.5,2,"sí","no","comercial",6,180.9,30.31
"casa","costa",136.1,6,"no","no","comercial",6,151.5,22.53
"casa","sierra",129.1,3,"no","no","industrial",10,145.5,26.61
"condominio","sierra",99.5,3,"no","no","residencial",7,159.4,22.6
"casa","sierra",123.8,3,"no","no","residencial",6,156.7,21.2
"departamento","sierra",89.6,5,"no","sí","residencial",7,259,30.8
"casa","sierra",108.2,5,"no","sí","industrial",8,263.5,47.72
"casa","costa",114.9,4,"sí","no","industrial",5,271.3,45.57
"casa","costa",135.9,4,"no","no","industrial",8,141.3,29.19
"casa","costa",111.6,3,"sí","no","residencial",11,263.3,31.05
"departamento","sierra",92.7,6,"no","no","comercial",5,159,23.37
"casa","sierra",97.7,1,"sí","no","residencial",8,276.6,36.12
"departamento","sierra",98.2,5,"no","sí","residencial",9,218.1,24.88
"casa","costa",145.4,1,"sí","no","residencial",12,195,24.34
"casa","costa",110.9,7,"sí","no","industrial",8,275.1,50.86
"condominio","sierra",68.3,4,"no","sí","residencial",7,252.5,30.53
"casa","sierra",126.1,6,"sí","no","residencial",9,314.1,34.77
"casa","sierra",124.9,5,"no","no","residencial",8,180.1,20.48
"condominio","costa",68.9,1,"sí","no","residencial",5,202.9,28.38
"departamento","costa",91.9,4,"sí","no","comercial",8,298.2,40.34
"departamento","costa",50,3,"sí","no","residencial",12,245.8,32.82
"casa","costa",104.7,3,"sí","no","comercial",8,262.8,38.07
"departamento","sierra",113,4,"no","no","residencial",10,185.8,27.58
"condominio","sierra",115.6,6,"no","sí","comercial",9,273.9,41.56
"departamento","costa",82.1,5,"sí","no","comercial",11,316.3,47.86
"casa","sierra",63.2,3,"no","no","residencial",7,183.9,26.67
"condominio","sierra",101.7,2,"sí","sí","residencial",7,309.7,38.42
"casa","sierra",98.6,7,"no","sí","residencial",8,283.5,36.99
"casa","oriente",120.8,3,"no","no","comercial",7,218.2,33.02
"casa","costa",122.5,6,"sí","no","residencial",8,305.2,33.96
"casa","sierra",129.1,2,"no","no","residencial",7,61.4,11.25
"departamento","costa",73.9,4,"sí","no","residencial",9,301.7,35.31
"departamento","costa",76.9,4,"sí","no","residencial",10,315,40.03
"condominio","sierra",90.3,4,"no","sí","residencial",8,255.2,35.46
"casa","sierra",122.5,1,"no","no","residencial",10,186.1,21.55
"condominio","sierra",87,4,"no","no","industrial",8,163.5,29.02
"departamento","sierra",92.1,5,"sí","no","residencial",8,298.2,37.51
"departamento","oriente",60.9,5,"no","no","residencial",10,175.2,22.31
"departamento","oriente",53.8,5,"no","no","comercial",7,181.3,28.25
"condominio","costa",98.3,4,"sí","no","residencial",8,252.8,32.81
"casa","costa",110.9,3,"no","no","residencial",7,110,15.63
"departamento","costa",89,4,"sí","no","residencial",6,268.6,34.61
"casa","sierra",89.4,2,"no","no","residencial",8,100.7,15.24
"casa","sierra",125.2,3,"no","no","residencial",7,156.5,19.56
"condominio","sierra",119.6,4,"no","no","residencial",7,209.4,25.97
"departamento","sierra",62.1,4,"sí","sí","residencial",7,341.1,36.98
"casa","sierra",135.5,5,"sí","no","residencial",9,234.3,28.62
"casa","costa",136.5,4,"no","no","comercial",4,152.8,22.34
"casa","costa",131.8,4,"no","no","residencial",3,145.8,21.78
"casa","sierra",98,6,"no","no","industrial",11,200.8,36.27
"condominio","costa",93.7,3,"no","no","residencial",10,230.4,26.27
"departamento","costa",86.5,4,"sí","no","residencial",9,264.9,29.24
"casa","sierra",91.2,3,"no","no","residencial",8,213.2,26.94
"departamento","costa",63.1,4,"sí","no","comercial",10,275.7,39.12
"condominio","costa",109.7,1,"sí","no","residencial",4,217.3,27.75
"departamento","sierra",101.5,6,"no","no","residencial",7,199.9,28.48
"departamento","sierra",86.5,6,"no","no","industrial",9,198.3,39.13
"casa","sierra",110.1,7,"no","no","industrial",13,224,41.63
"departamento","sierra",67.3,5,"no","sí","residencial",10,260.9,35.89
"casa","sierra",158.5,7,"no","no","residencial",11,215.8,27.59
"casa","sierra",113.2,4,"sí","no","residencial",13,313.6,34.47
"casa","costa",133.8,3,"no","no","residencial",5,139.2,16.13
"casa","oriente",97.4,5,"no","no","comercial",8,188.4,28.02
"departamento","oriente",59.9,6,"no","no","residencial",5,194.6,28.59
"casa","costa",112,4,"sí","no","residencial",7,273.4,34.96
"casa","sierra",127.2,3,"no","no","residencial",6,119.9,20.48
"casa","costa",137.3,6,"no","no","comercial",11,221,36.23
"departamento","costa",80.2,2,"no","no","residencial",6,118.8,16.31
"departamento","costa",89.4,3,"no","no","residencial",7,156.7,21.92
"casa","sierra",118,4,"sí","sí","residencial",8,335.7,42.78
"casa","costa",126.9,3,"sí","no","residencial",10,264.5,30.61
"condominio","costa",71.2,5,"sí","no","comercial",12,309.3,44.35
"casa","sierra",121.1,1,"no","no","comercial",6,199.1,26.68
"departamento","costa",75.9,4,"sí","no","residencial",9,231.2,29.78
"departamento","costa",76.3,7,"sí","no","residencial",7,324.3,39.34
"casa","oriente",107.6,4,"no","no","residencial",5,162.8,22.04
"casa","sierra",154.6,4,"sí","sí","residencial",9,347.2,41.63
"casa","costa",103.2,4,"sí","no","residencial",4,238,32.73
"departamento","costa",74.4,5,"sí","no","residencial",10,305.1,35.91
"casa","sierra",103.3,6,"no","no","comercial",10,231.5,33.14
"casa","sierra",114.5,1,"no","no","residencial",7,123,20.37
"departamento","costa",89.4,4,"no","no","industrial",8,138.7,28.24
"condominio","costa",55.5,5,"no","no","residencial",9,223.4,31.37
"casa","costa",116.3,5,"sí","no","industrial",7,302.3,49.77
"casa","costa",114.1,2,"no","no","residencial",5,114.2,13.49
"casa","costa",97.1,6,"sí","no","comercial",10,340.1,48.81
"departamento","sierra",76.7,2,"sí","no","industrial",7,251.6,45.02
"casa","sierra",125.4,7,"sí","no","residencial",4,294.2,35.38
"departamento","costa",85.1,2,"sí","no","residencial",4,240.1,33.1
"departamento","oriente",69.9,1,"no","no","comercial",8,123.4,19.66
"casa","sierra",166.3,4,"no","no","residencial",8,141.6,18.18
"condominio","costa",93.4,4,"sí","no","comercial",11,292.9,37.49
"casa","sierra",88,4,"sí","sí","comercial",7,423.2,58.78
"departamento","sierra",69,6,"sí","sí","residencial",12,415.1,43.97
"casa","costa",139.2,4,"sí","no","residencial",8,265.8,31.07
"casa","costa",105,4,"sí","no","residencial",5,282,33.26
"casa","costa",118.6,3,"no","no","residencial",7,144.2,24.34
"departamento","costa",72,3,"sí","no","residencial",6,217.8,24.93
"departamento","sierra",66.3,3,"no","no","residencial",4,117.8,13.99
"casa","costa",146.4,6,"sí","no","residencial",9,346,43
"casa","costa",82.9,4,"sí","no","residencial",11,327,36.01
"departamento","oriente",79.6,3,"no","no","residencial",8,151.4,22.12
"casa","sierra",116.6,3,"no","no","residencial",7,202.1,28.72
"departamento","sierra",108.7,2,"no","sí","residencial",6,199.7,24.09
"casa","sierra",118.8,3,"sí","sí","residencial",10,371,44.91
"condominio","sierra",120.7,1,"no","sí","residencial",8,143,19
"casa","sierra",124.7,3,"no","no","residencial",6,159.5,18.26
"casa","sierra",103.3,2,"no","no","residencial",8,205,27.22
"departamento","sierra",87.6,4,"no","sí","residencial",9,205,25.09
"casa","costa",97.9,4,"no","no","residencial",7,149.6,19.71
"departamento","costa",56.3,3,"sí","no","residencial",7,313.7,39.08
"casa","sierra",144.3,5,"no","no","residencial",10,206,28.13
"departamento","costa",84.2,3,"no","no","residencial",4,189.7,27.86
"departamento","sierra",50,4,"no","sí","comercial",8,271.9,38.74
"departamento","costa",67.8,6,"sí","no","residencial",7,364.3,42.41
"departamento","costa",92.2,3,"no","no","residencial",5,148.3,22.19
"casa","costa",125.6,3,"sí","no","residencial",9,264.6,34.34
"condominio","costa",91.1,5,"sí","no","residencial",8,232.4,29.02
"casa","costa",101.1,2,"no","no","residencial",8,116,16.57
"casa","sierra",114.6,4,"no","no","comercial",10,174,29.97
"casa","oriente",138.1,6,"no","no","residencial",11,253.5,34.15
"departamento","sierra",68.7,7,"no","sí","residencial",7,294.4,38.89
"casa","costa",139.2,2,"sí","no","comercial",6,276.9,41.09
"condominio","costa",113.1,6,"no","no","comercial",7,264.2,38.05
"departamento","sierra",74.8,6,"sí","no","industrial",8,329.8,52.65
"casa","costa",83.6,3,"no","no","comercial",10,182.2,26.43
"casa","sierra",103.5,4,"no","no","residencial",8,135.3,15.7
"casa","costa",133.1,5,"sí","no","comercial",5,310.4,44.04
"departamento","costa",116.3,4,"sí","no","residencial",6,324.7,38.37
"casa","sierra",136.6,7,"sí","no","residencial",10,325.7,35.06
"casa","costa",100.3,3,"no","no","comercial",5,142.3,25.32
"departamento","costa",84.7,4,"no","no","residencial",6,197.9,27.55
"casa","costa",112.2,6,"no","no","residencial",12,226.1,30.14
"departamento","sierra",68.7,5,"no","no","residencial",7,142.2,19.01
"casa","sierra",98.1,6,"no","sí","comercial",7,251.6,37.89
"condominio","costa",84.7,4,"no","no","comercial",9,220.6,32.16
"departamento","costa",96.8,2,"sí","no","industrial",9,301.1,50.51
"casa","costa",157.6,3,"sí","no","industrial",7,251.2,45.66
"casa","costa",132.9,4,"sí","no","residencial",8,303.7,32.44
"casa","costa",96.5,7,"sí","no","industrial",12,298.1,52.84
"casa","sierra",105.9,4,"no","sí","residencial",7,246.2,28.39
"condominio","costa",142.2,5,"no","no","residencial",7,178.6,24.19
"casa","costa",110.8,6,"no","no","residencial",10,227,28.91
"departamento","costa",64.3,1,"sí","no","residencial",9,223.4,28.11
"condominio","costa",90.8,4,"no","no","residencial",6,159.2,20.84
"casa","sierra",167.8,5,"no","no","comercial",11,212.8,27.8
"departamento","sierra",87.1,5,"no","sí","residencial",8,245.8,31.47
"casa","sierra",114.2,6,"sí","no","industrial",8,279.3,51.21
"departamento","costa",101.8,3,"no","no","residencial",10,200.2,26.13
"casa","costa",92.1,4,"sí","no","residencial",11,265.3,34.29
"casa","sierra",117.6,4,"no","sí","residencial",6,282.5,30.7
"casa","costa",134,4,"sí","no","residencial",6,225.6,32.49
"departamento","costa",57.6,5,"no","no","comercial",8,187.9,29.38
"casa","costa",110.3,2,"sí","no","industrial",5,170.2,30.65
"departamento","costa",88.5,5,"no","no","residencial",6,189.9,22.93
"casa","sierra",92.2,4,"no","no","industrial",9,192,37.25
"departamento","sierra",50,3,"sí","no","residencial",8,284.2,37.91
"casa","costa",114.2,3,"sí","no","residencial",8,235.3,28.67
"casa","sierra",160.7,2,"no","no","residencial",7,71.2,16.12
"casa","costa",104.1,3,"sí","no","residencial",10,264.6,30.26
"condominio","sierra",72.4,3,"no","no","residencial",8,121.4,18.68
"casa","costa",117.5,5,"sí","no","residencial",10,296.4,34.63
"casa","costa",144.7,1,"no","no","residencial",7,158.3,19.12
"condominio","costa",81.2,2,"sí","no","comercial",6,259.4,39.22
"casa","sierra",132.3,5,"no","no","comercial",9,231.7,36
"departamento","sierra",74.4,6,"no","sí","industrial",12,322.4,52.48
"casa","costa",80.7,6,"sí","no","residencial",8,312.5,40.31
"casa","sierra",118.8,3,"no","no","residencial",9,219.6,30.19
"casa","sierra",126.8,3,"no","sí","residencial",6,243.8,31.93
"casa","sierra",115.6,2,"sí","no","residencial",6,256.5,33.25
"departamento","oriente",82.5,3,"no","no","residencial",8,190.8,26.37
"casa","costa",102.7,4,"no","no","residencial",9,173.7,26.57
"casa","costa",106.1,3,"sí","no","comercial",11,264,39.75
"casa","costa",117.3,5,"no","no","residencial",8,154.7,17.87
"departamento","costa",106.4,5,"sí","no","residencial",6,284.9,36.89
"casa","sierra",93,4,"no","no","residencial",9,204.1,29.89
"condominio","sierra",84.3,3,"sí","sí","residencial",5,315.1,40.54
"casa","costa",119.1,5,"sí","no","comercial",8,307.3,38.96
"departamento","costa",55.3,5,"no","no","industrial",10,206.8,39.36
"condominio","costa",73.2,1,"no","no","industrial",5,132.1,27.24
"casa","costa",114.2,3,"no","no","residencial",10,155.2,22.09
"casa","sierra",110,3,"sí","no","residencial",4,234.4,30.07
"departamento","sierra",91.1,3,"no","sí","comercial",2,201.7,26.21
"casa","costa",112.2,5,"sí","no","comercial",12,314.5,44.66
"casa","sierra",90.5,6,"no","no","residencial",10,233.4,26.41
"casa","sierra",169.1,6,"no","sí","residencial",13,305.2,33.93
"casa","costa",110.3,4,"sí","no","industrial",9,232.7,39.65
"casa","costa",167.8,5,"sí","no","residencial",8,277.1,36.66
"departamento","sierra",61.3,5,"no","no","residencial",9,163.3,26.11
"casa","costa",130.8,7,"sí","no","residencial",8,302.7,36.85
"casa","costa",107.1,4,"no","no","residencial",11,203,26.22
"casa","costa",141.3,4,"no","no","comercial",7,183.3,26.39
"departamento","costa",67.5,1,"sí","no","industrial",6,271,50.29
"departamento","sierra",79.7,4,"no","no","residencial",6,162.6,19.4
"departamento","sierra",90.8,1,"no","no","industrial",7,112.6,22.42
"casa","costa",113.3,5,"sí","no","residencial",6,285,35.07
"casa","costa",105.7,4,"no","no","residencial",8,155.5,22.76
"casa","costa",115.9,3,"sí","no","comercial",3,258.1,36.63
"departamento","costa",50,5,"sí","no","residencial",9,308.9,35.49
"departamento","costa",75.9,3,"sí","no","comercial",9,276.8,42.4
"casa","costa",109.6,2,"no","no","residencial",9,185.6,21.03
"casa","costa",120.4,2,"sí","no","residencial",6,286.9,32.07
"departamento","sierra",50,1,"no","no","residencial",3,97.5,14.98
"departamento","costa",92.4,4,"sí","no","residencial",11,330.4,41.55
"casa","oriente",118.7,2,"no","no","industrial",4,137.3,28.85
"departamento","sierra",58.5,4,"no","no","industrial",11,243.1,43.62
"casa","sierra",145.5,2,"no","no","residencial",5,183.7,26.5
"condominio","costa",97.2,6,"no","no","residencial",10,246.2,27.73
"casa","oriente",85.6,7,"no","no","comercial",10,285.1,42.09
"casa","sierra",151,6,"no","no","residencial",9,212.6,27.39
"casa","costa",108.4,6,"sí","no","residencial",7,266.4,33.94
"casa","sierra",123.9,3,"sí","no","industrial",6,250.4,43.48
"casa","oriente",152.4,3,"no","no","residencial",6,111.3,15.31
"casa","sierra",133,6,"no","sí","residencial",10,307.3,40.32
"condominio","sierra",101.2,5,"no","sí","industrial",9,274.3,50.91
"casa","sierra",125.3,5,"sí","sí","residencial",8,375.6,44.52
"casa","costa",109.6,5,"sí","no","residencial",9,271,31.1
"casa","costa",137.9,2,"no","no","residencial",8,156.4,20.07
"casa","costa",124.2,5,"no","no","residencial",8,215.1,28.97
"casa","sierra",107.5,4,"no","sí","residencial",7,249.2,33.63
"casa","oriente",109.3,3,"no","no","residencial",10,174.2,23.89
"casa","oriente",130.7,6,"no","no","comercial",5,179.4,27.08
"departamento","sierra",61.1,3,"no","no","residencial",8,160,23.73
"casa","costa",134.3,1,"no","no","comercial",10,120.2,16.83
"departamento","sierra",96.8,2,"no","sí","comercial",6,189.5,28.37
"casa","sierra",100.5,2,"no","no","residencial",5,138.9,21.88
"casa","sierra",144.1,5,"no","no","residencial",10,171.2,19.95
"casa","sierra",113,3,"no","sí","residencial",10,216,28.89
"departamento","costa",109.2,3,"no","no","residencial",6,162.7,24.89
"casa","sierra",128.6,2,"no","no","residencial",9,172,26.48
"departamento","sierra",50.4,5,"no","no","residencial",6,208.9,25.54
"casa","costa",134.3,2,"no","no","residencial",6,105.6,15.82
"departamento","costa",63.9,2,"sí","no","residencial",8,299.4,39.29
"departamento","costa",70.9,4,"sí","no","residencial",9,279.1,34.37
"casa","costa",127.6,3,"sí","no","residencial",8,290.1,31.25
"casa","sierra",140.9,4,"no","sí","residencial",6,204,23.76
"departamento","sierra",70.4,6,"no","sí","residencial",11,325.7,37.05
"casa","sierra",122.5,6,"no","sí","comercial",10,311.7,44.4
"casa","sierra",88.9,1,"no","no","residencial",10,158.9,19.48
"casa","costa",77.7,3,"sí","no","residencial",6,308.8,35.88
"casa","costa",82.4,6,"no","no","residencial",13,250.6,29.28
"casa","sierra",103.9,3,"no","no","residencial",8,186.7,21.93
"departamento","costa",100.5,3,"sí","no","comercial",12,287.5,41.35
"casa","sierra",101.2,5,"sí","no","residencial",7,293.6,35.22
"casa","sierra",100.6,3,"no","no","comercial",6,166.2,24
"condominio","costa",94.2,6,"sí","no","residencial",9,331.1,37.06
"casa","costa",98.1,3,"sí","no","residencial",7,233.1,26.93
"casa","sierra",131.8,4,"sí","sí","residencial",7,365,39.22
"casa","costa",124,3,"sí","no","residencial",10,260.5,30.84
"casa","oriente",133.8,2,"no","no","comercial",5,95,15.16
"casa","sierra",101.3,6,"no","no","residencial",12,227.7,32.15
"casa","oriente",118.2,3,"sí","no","comercial",8,220.8,30.27
"casa","sierra",120.2,3,"no","sí","residencial",7,227.7,29.03
"condominio","costa",108.2,2,"no","no","residencial",5,141.7,23.46
"casa","costa",122.4,5,"no","no","residencial",9,167.4,20.79
"casa","costa",105.4,7,"sí","no","comercial",8,285.7,41.41
"departamento","sierra",94.7,4,"sí","no","residencial",13,349.7,44.29
"casa","sierra",127.3,6,"no","no","residencial",8,219.8,29.1
"casa","costa",117.6,2,"sí","no","residencial",8,239.6,31.64
"departamento","sierra",71.5,2,"no","sí","residencial",7,262.8,32.6
"departamento","sierra",95.7,6,"sí","sí","comercial",10,376.7,47.96
"casa","sierra",154.9,3,"no","sí","comercial",5,245.7,33.77
"casa","sierra",149.4,4,"no","no","residencial",5,155.1,18.9
"condominio","costa",90.7,3,"no","no","comercial",10,192,25.42
"casa","sierra",117.8,4,"no","no","comercial",9,199.9,33.79
"departamento","costa",70.5,4,"no","no","residencial",11,218.1,31.48
"casa","sierra",123.5,6,"no","no","residencial",10,227.9,31.32
"casa","sierra",113.3,4,"no","sí","residencial",10,289.3,38.61
"casa","sierra",153.3,4,"no","sí","residencial",11,245.4,27.62
"departamento","sierra",73.1,2,"no","sí","residencial",9,267.7,33.78
"casa","costa",111.2,4,"no","no","residencial",9,129.8,17.67
"casa","sierra",117.7,4,"no","no","comercial",6,112.2,18.53
"casa","sierra",116.2,4,"no","sí","comercial",8,236.6,36.96
"departamento","sierra",93.7,5,"sí","no","residencial",10,306.8,36.51
"casa","costa",130.7,4,"sí","no","residencial",9,290.4,36.76
"casa","costa",88.4,5,"no","no","comercial",7,221.5,35.6
"casa","sierra",106.8,2,"no","no","residencial",5,166.7,19.08
"departamento","costa",71.4,4,"no","no","industrial",9,168.1,28.59
"casa","costa",138.9,6,"sí","no","residencial",9,334.1,37.59
"casa","costa",119.6,2,"sí","no","residencial",7,259.8,33.01
"departamento","sierra",90,6,"no","no","comercial",10,256,38.85
"casa","sierra",118.4,5,"no","no","comercial",8,195.5,30.63
"departamento","costa",71.2,1,"no","no","residencial",9,154.2,20.04
"casa","sierra",133.3,4,"no","sí","residencial",7,241.4,26.17
"casa","sierra",166.7,4,"no","sí","residencial",8,264,36.14
"casa","sierra",120.1,4,"sí","sí","residencial",11,352.9,39.79
"casa","oriente",52,7,"no","no","residencial",10,181,20.73
"casa","costa",100.8,5,"no","no","residencial",9,233.9,28.22
"casa","costa",115.5,3,"sí","no","residencial",6,274.9,35.17
"casa","oriente",88.9,6,"sí","no","comercial",7,296,39.47
"departamento","sierra",86.3,7,"no","no","residencial",10,202.5,23.37
"casa","costa",108.3,1,"sí","no","comercial",7,186,24.89
"casa","costa",133.9,4,"sí","no","industrial",11,282,51.72
"casa","oriente",138.9,5,"no","no","comercial",8,209.5,32.58
"casa","costa",83.7,4,"sí","no","residencial",9,305.2,40.27
"departamento","sierra",91.3,4,"no","no","residencial",8,178.5,21.64
"casa","sierra",139.5,7,"no","sí","residencial",12,309.6,36.57
"casa","sierra",106.4,4,"no","no","residencial",7,219.6,31.47
"departamento","sierra",61.5,3,"no","no","residencial",8,160,24.94
"condominio","sierra",61.3,3,"no","no","residencial",10,177.6,26.55
"casa","costa",139.3,6,"sí","no","comercial",11,306.7,46.06
"departamento","costa",121.7,5,"sí","no","residencial",10,315.9,41.52
"casa","costa",117.7,4,"sí","no","residencial",7,295.2,38.45
"casa","costa",142.1,2,"no","no","residencial",8,166.6,23.35
"casa","sierra",144.6,4,"no","sí","residencial",6,263.1,33.77
"condominio","costa",102,3,"sí","no","residencial",8,304.7,35.33
"casa","sierra",120.8,3,"no","no","comercial",8,181.7,31.03
"condominio","costa",141,4,"no","no","comercial",9,161.5,24.57
"casa","sierra",111.1,3,"no","sí","residencial",9,227.5,28.25
"casa","sierra",96.4,5,"no","no","residencial",10,185.9,25.88
"casa","costa",144.8,5,"no","no","residencial",11,195.4,29.24
"departamento","costa",68,6,"sí","no","residencial",8,364.5,45.52
"casa","costa",90.5,2,"sí","no","residencial",6,222.5,29.91
"casa","costa",113.3,6,"no","no","residencial",10,220.4,29.22
"departamento","sierra",63.2,5,"no","sí","residencial",10,302.2,35.9
"casa","sierra",100.1,4,"no","sí","residencial",6,240.5,27.12
"casa","costa",165.4,4,"no","no","residencial",8,219.2,26.37
"casa","costa",120.2,6,"no","no","comercial",6,160.7,24.29
"casa","costa",131.2,4,"sí","no","residencial",8,316.1,34.95
"casa","costa",77.8,4,"sí","no","comercial",10,314.6,45.46
"departamento","sierra",82.1,3,"no","no","industrial",7,228.6,43.01
"departamento","costa",50,5,"sí","no","residencial",6,281.1,37.27
"condominio","oriente",109.5,5,"no","no","industrial",5,188.3,34.31
"condominio","sierra",114.5,6,"no","sí","comercial",13,359.9,45.39
"departamento","sierra",71.5,2,"no","no","industrial",3,81.2,15.69
"casa","sierra",109.3,3,"no","no","residencial",6,151.5,18.57
"casa","costa",146.5,4,"no","no","comercial",7,174.4,27.95
"casa","costa",98.2,6,"sí","no","residencial",8,298.9,34.88
"departamento","costa",86.2,3,"no","no","residencial",8,191,22.52
"condominio","costa",109.8,3,"sí","no","residencial",7,250.2,30.31
"condominio","costa",114.8,2,"sí","no","comercial",9,237.2,31.41
"departamento","costa",77.6,2,"sí","no","residencial",10,272.4,33
"casa","sierra",123.2,4,"sí","sí","comercial",7,349.9,48.7
"casa","costa",100.5,1,"no","no","comercial",8,145.1,26.19
"casa","costa",138.8,3,"sí","no","comercial",7,213.6,32.82
"casa","costa",108.2,3,"sí","no","comercial",5,253.9,40.36
"casa","sierra",99.5,3,"no","no","comercial",5,184.4,26.61
"condominio","costa",92.7,4,"no","no","industrial",6,145.2,27.27
"casa","sierra",104.9,7,"no","sí","residencial",8,242.5,31.61
"condominio","sierra",121.6,3,"no","no","residencial",11,197.4,23.06
"casa","costa",107.1,2,"no","no","residencial",5,78.1,12.34
"departamento","sierra",127.4,3,"no","no","residencial",6,147.2,21.54
"departamento","sierra",76.7,3,"no","sí","comercial",11,302.6,45.04
"departamento","costa",98.5,5,"no","no","residencial",6,158.6,20.73
"departamento","sierra",68.6,3,"no","sí","comercial",8,206.5,30.98
"casa","sierra",124.5,4,"no","no","residencial",5,170.9,23.42
"departamento","oriente",102.6,7,"sí","no","residencial",7,330.6,35.9
"departamento","sierra",107.6,3,"no","sí","residencial",4,219.4,27.36
"departamento","costa",75.3,3,"no","no","comercial",8,176,30.87
"casa","sierra",88,5,"no","no","residencial",8,203.4,24.13
"casa","costa",114,4,"sí","no","residencial",8,322.9,34.7
"casa","costa",114.5,2,"no","no","residencial",7,175.5,21.38
"casa","costa",119.4,4,"no","no","residencial",9,213.2,25.77
"departamento","costa",101.8,1,"no","no","residencial",5,101.1,12.46
"condominio","costa",79.9,5,"sí","no","residencial",13,272.3,31.16
"casa","costa",87.3,2,"sí","no","residencial",10,255.7,30.11
"condominio","sierra",115.5,4,"no","sí","industrial",7,219.5,42.18
"departamento","sierra",79.4,4,"no","sí","industrial",7,287.2,49.54
"casa","costa",127.1,4,"sí","no","residencial",7,258.3,28.92
"departamento","sierra",53.5,4,"sí","sí","residencial",13,378.9,43.94
"departamento","costa",65.9,4,"no","no","residencial",4,219.4,26.1
"casa","oriente",115.6,6,"sí","no","residencial",10,322.4,39.87
"casa","sierra",161.9,7,"no","sí","residencial",7,266.8,29.1
"condominio","costa",134.6,4,"no","no","residencial",6,200.2,28.54
"casa","costa",120.7,6,"no","no","residencial",11,168.4,25.55
"casa","costa",141.3,2,"no","no","residencial",9,191.6,28.45
"departamento","sierra",68.6,7,"no","sí","residencial",9,361.7,40.6
"departamento","sierra",72.5,3,"no","sí","residencial",8,167.8,25.94
"casa","oriente",118.2,3,"no","no","residencial",7,145.7,17.28
"casa","oriente",91.7,6,"no","no","residencial",7,203.1,27.49
"departamento","sierra",79.9,3,"no","no","residencial",8,165.6,19.46
"casa","costa",124.7,5,"no","no","residencial",6,200.2,26.52
"condominio","sierra",77.6,3,"sí","no","comercial",8,267.2,39.3
"departamento","sierra",50.6,2,"no","no","comercial",8,140.1,21.23
"casa","oriente",180.7,2,"no","no","residencial",8,148.5,18.79
"casa","costa",110.5,7,"sí","no","residencial",13,367.3,41.14
"casa","sierra",129,5,"sí","sí","comercial",7,354.5,47.57
"casa","costa",109.7,4,"no","no","residencial",8,156.3,21.68
"casa","costa",151,6,"sí","no","comercial",8,331.4,48.37
"casa","costa",112.5,3,"sí","no","industrial",8,278.8,45.71
"departamento","sierra",89.3,1,"no","no","residencial",7,101.6,12.82
"condominio","costa",115,4,"sí","no","comercial",7,314.5,43.03
"casa","sierra",109.3,2,"no","no","comercial",11,138.8,24.74
"casa","oriente",107.3,2,"no","no","residencial",4,121.2,15.79
"casa","costa",141.3,3,"sí","no","residencial",6,263.8,32.8
"departamento","sierra",106.5,6,"no","no","residencial",7,210.1,27.65
